Open,High,Low,Close,Volume,Close Time,Quote Asset Volume,Number of Trades,Taker Buy Base Asset volume,Taker Buy Quote asset Volume,Ignore,Daily Return,SMA_7,SMA_30,Volatility_7,Volatility_30,Volume Change,Bollinger_Upper,Bollinger_Lower,RSI,EMA_12,EMA_26,MACD,Signal_Line,Log Return,Z_Score
10230.0,10425.85,9700.0,-0.8187572357206246,9.79906863815487,2018-01-31 23:59:59.999,181644207.11316264,201422,8782.584442,88609272.64228792,0,0.08920084384891873,11058.404285714287,12874.048,0.8509280477361202,1.7743175049618596,0.05060454259277118,16984.962607430258,8763.133392569742,0.42524776817607857,11243.57106484756,12007.887600168953,-764.3165353213935,-696.9903975711732,0.004637819975389339,-0.8030140065764163
10285.1,10335.0,8750.99,-0.8698358804170211,10.42126190718465,2018-02-01 23:59:59.999,317636345.9843711,316020,15430.003849,146130725.8704748,0,-1.6186652394768666,10779.725714285714,12692.361666666668,1.5026177712073547,1.7743175049618596,0.1367887380612115,16952.96174869845,8431.761584634885,0.3655155263004348,10932.947824101782,11801.712222378661,-868.7643982768786,-731.3451977123143,-0.10883108990254975,-0.8508389402980894
9224.52,9250.0,8010.02,-0.8867640073139418,10.819230673999067,2018-02-02 23:59:59.999,434236483.7044874,453411,23113.503584,201292749.51509917,0,-1.1191288291615575,10463.158571428572,12490.812333333333,1.4778662937749112,1.7743175049618596,0.10893677284705558,16885.411061178405,8096.213605488263,0.3068655077987052,10616.037389624584,11584.772798498761,-968.7354088741777,-778.8232399446871,-0.03884881716142667,-0.8666887450783332
8873.03,9473.01,8229.0,-0.871018715765362,10.265557940578345,2018-02-03 23:59:59.999,256834729.0599109,327519,14182.838146,127068644.49604894,0,0.9991906572279463,10135.867142857143,12295.493,1.484509960205923,1.7743175049618596,0.04091643297290414,16738.270452826342,7852.715547173659,0.20872936742669237,10398.17932968234,11408.119998609965,-1009.9406689276257,-825.0467257412749,0.03618279732835513,-0.8519464290044617
9199.96,9368.0,7930.0,-0.9199094040336178,10.373969456421563,2018-02-04 23:59:59.999,274912288.421322,356134,13805.29579,118884553.20936234,0,-1.6186652394768666,9607.99,12002.973666666667,1.4381596335999645,1.7743175049618596,0.0810806130914693,16328.868307816705,7677.079025516628,0.21844211214492462,10057.660971269672,11169.356295009227,-1111.6953237395555,-882.3764453409311,-0.1169191388606565,-0.8977227791784762
8179.99,8382.8,6625.0,-0.9798612402845069,11.05728510952691,2018-02-05 23:59:59.999,471166218.7134473,533510,29857.35839,222022401.0169236,0,-1.6186652394768666,8992.131428571429,11665.313666666665,1.7381341381091917,1.7743175049618596,0.1455263137271291,15935.703131600781,7394.924201732548,0.2008832373344799,9578.01928338203,10856.069902786323,-1278.0506194042937,-961.5112801536037,-0.1649796637633145,-0.9538556819254763
6939.63,7878.0,6000.01,-0.9455633496769729,11.514948420485249,2018-02-06 23:59:59.999,684364276.3666689,785996,49565.020794,339117633.4088549,0,1.5815351605457821,8622.792857142858,11382.050666666668,1.7381341381091917,1.7743175049618596,0.11575185227553786,15547.5639942152,7216.5373391181365,0.26858853044520425,9281.730162861717,10618.741761839188,-1337.0115989774713,-1036.6113439183773,0.0976850136855151,-0.921742567827634
7655.02,8476.0,7150.01,-0.9481226277881634,11.01500719010694,2018-02-07 23:59:59.999,477935038.8117769,514893,30084.836266,237137973.45313892,0,-0.23845813618831452,8239.064285714285,11138.599333333334,1.7381341381091917,1.7743175049618596,0.04327829148452488,15306.422794810514,6970.775871856154,0.21219788306086265,9022.84859934453,10395.057186888138,-1372.2085875436078,-1103.7307926434235,-0.006968687593351903,-0.9241388198576267
7599.0,7844.0,7572.09,-0.93921187061593,7.328133510285304,2018-02-08 00:28:14.788,11770168.04386595,12417,844.258813,6532638.63751892,0,0.6459711930573244,8033.278571428572,10918.066666666668,1.7381341381091917,1.7743175049618596,0.03547921145370578,15071.924589740727,6764.208743592607,0.23789485992931744,8832.259584060756,10201.647024896423,-1369.3874408356678,-1156.8621222818724,0.024056254565828366,-0.9157956781453712
7789.9,8738.0,7789.9,-0.8958717431740707,9.92739501917519,2018-02-09 23:59:59.999,173348469.81187892,273091,10404.040792,88117562.12096503,0,1.5815351605457821,8006.262857142857,10710.627666666667,1.7381341381091917,1.7743175049618596,0.14775668590511237,14656.530114724826,6764.725218608508,0.32388882510641764,8809.43810958987,10089.222800830023,-1279.7846912401528,-1181.4466360735285,0.10940012537559372,-0.8752163179310228
8683.93,9065.78,8120.0,-0.9030930107689507,10.807351645626493,2018-02-10 23:59:59.999,423411421.93098,537578,24506.723294,210253734.3806545,0,-0.5301909394171613,7911.122857142857,10553.801,1.7381341381091917,1.7743175049618596,0.14775668590511237,14457.679923053076,6649.922076946923,0.2829520711962622,8767.059938883736,9974.01963039817,-1206.9596915144339,-1186.5492471617097,-0.017417198432916687,-0.8819775905952515
8533.99,8549.0,7726.53,-0.9257335196148424,10.7149995539715,2018-02-11 23:59:59.999,366966437.2498885,524626,23180.34192,188849914.3499584,0,-1.5990917376295988,7893.847142857143,10364.596666666668,1.7381341381091917,1.7743175049618596,0.06599326040898087,14178.65039907785,6550.542934255487,0.22914668103484973,8658.8784098247,9832.527805924232,-1173.6493960995322,-1183.9692769492742,-0.05666101093024384,-0.9031758984480853
8063.82,8989.0,8053.0,-0.8853206206938369,10.645159397499752,2018-02-12 23:59:59.999,362440826.9943769,477660,20916.949742,180528457.55458465,0,1.5815351605457821,8174.277142857143,10187.696666666667,1.7381341381091917,1.7743175049618596,0.0675381866106974,13747.55180328665,6627.841530046684,0.32821593303335295,8696.435577543976,9763.67389437429,-1067.2383168303131,-1160.623084925482,0.09899346832562467,-0.8653373022228781
8903.0,8950.0,8351.0,-0.9028078973625103,10.47604700735847,2018-02-13 23:59:59.999,305165143.6969234,401893,16558.45568,142530987.43930227,0,-1.1948782624822794,8301.1,10023.193666666666,1.7381341381091917,1.7743175049618596,0.06097932586657004,13406.177894860255,6640.209438473076,0.3603048915985734,8672.353180998749,9673.02397627249,-1000.6707952737415,-1128.632626995134,-0.04163900046148712,-0.8817106389200998
8535.17,9489.6,8533.0,-0.8589770088376055,10.616754782239,2018-02-14 23:59:59.999,370126692.728233,514897,20508.463444,185896385.02591047,0,1.5815351605457821,8565.527142857143,9886.862333333333,1.7381341381091917,1.7743175049618596,0.0838031215338678,13002.490628221645,6771.23403844502,0.42520845705223537,8791.989614691249,9656.502940993047,-864.5133263017979,-1075.8087668564667,0.1012643851739862,-0.8406717791162591
9449.98,10219.5,9301.5,-0.8324836161208962,10.86720746028373,2018-02-15 23:59:59.999,512388484.73178285,608349,25805.098892,252255267.88356847,0,1.5815351605457821,8882.108571428571,9856.865333333331,1.7381341381091917,1.7743175049618596,0.09373999645819309,12949.373312169475,6764.357354497188,0.5275883246650933,8977.851212431056,9681.953834252821,-704.1026218217648,-1001.4675378495264,0.056580409649512595,-0.8158660161938086
10000.89,10323.37,9666.0,-0.8247831460945835,10.54960093243435,2018-02-16 23:59:59.999,381103299.2238848,405310,18313.004466,182947133.88868245,0,0.40971514719432695,9092.974285714286,9829.238333333335,1.7381341381091917,1.7743175049618596,0.052307242894709366,12894.592407728225,6763.884258938445,0.5631801225114482,9159.717179749356,9717.363179863723,-557.6460001143678,-912.7032303024946,0.015862380690915286,-0.8086560663052964
10156.07,11075.07,10050.0,-0.7824221327663958,10.642637883982802,2018-02-17 23:59:59.999,446012696.1692673,413585,21147.624789,225229265.72563556,0,1.5815351605457821,9450.912857142857,9831.824333333332,1.7381341381091917,1.7743175049618596,0.0798150408636595,12901.26078144307,6762.387885223594,0.5922071293233118,9448.922229018686,9815.302944318262,-366.38071529957597,-803.438727301911,0.08302780550417584,-0.7689934506105143
11039.55,11274.0,10080.0,-0.8140215598329061,11.020895110435939,2018-02-18 23:59:59.999,649423311.3100228,537534,29593.863774,314511909.4893312,0,-1.6186652394768666,9782.277142857143,9795.439333333334,1.7381341381091917,1.7743175049618596,0.10677387592058257,12809.6592646723,6781.219401994368,0.6208845273694084,9592.692655323504,9857.386429924318,-264.6937746008134,-695.6897367616914,-0.061273012835288285,-0.7985799933639739
10375.01,11250.0,10270.33,-0.7769582618270926,10.617231582438919,2018-02-19 23:59:59.999,443766562.68306607,366882,20619.877129,224193685.43795276,0,1.5815351605457821,10103.705714285714,9740.541333333333,1.7381341381091917,1.7743175049618596,0.04784041246334807,12583.453051140972,6897.629615525694,0.7702467532043823,9832.739939119889,9953.357805485479,-120.61786636559009,-580.6753626824711,0.07149725369905101,-0.7638776283899144
11147.11,11786.01,11100.59,-0.7746470131150859,10.782166844871734,2018-02-20 23:59:59.999,551573232.2429588,432197,24211.49181,277480902.01411927,0,0.07942981872979453,10483.861428571428,9729.574333333332,1.5292445574092943,1.7743175049618596,0.0859039464261044,12546.339554135815,6912.809112530849,0.7476577887526822,10043.23994848606,10045.775005079147,-2.5350565930875746,-465.04730146459445,0.00429364723937341,-0.7617136062800283
11195.07,11304.03,10200.0,-0.8114126758418786,11.12895007131429,2018-02-21 23:59:59.999,731537130.492186,542340,32338.074002,347436564.666544,0,-1.6186652394768666,10624.948571428571,9718.826000000001,1.7381341381091917,1.7743175049618596,0.10340773375522223,12521.74714092131,6915.9048590786915,0.6732976589664642,10103.91072564205,10074.799078776989,29.11164686506163,-366.2155117986633,-0.07058749628237194,-0.7961372953499599
10439.02,10933.44,9679.0,-0.841588462318122,11.113360414485696,2018-02-22 23:59:59.999,682006373.869588,506273,33029.297624,336067441.6325065,0,-1.6186652394768666,10597.941428571428,9685.888,1.7381341381091917,1.7743175049618596,0.07140734115353754,12459.344737378062,6912.431262621941,0.6094292719622557,10058.853690927888,10055.261369237953,3.5923216899354884,-292.25394510094355,-0.0619063887400933,-0.8243908834551961
9815.55,10435.0,9570.19,-0.8261769268348517,10.954373902021455,2018-02-23 23:59:59.999,571800753.4709765,467480,28031.011368,280171693.0729712,0,0.879663551992081,10593.807142857142,9645.256333333333,1.7381341381091917,1.7743175049618596,0.06161900848518013,12352.764370800893,6937.748295865773,0.5787836936319137,10069.959276938982,10060.874601146254,9.084675792728376,-231.98622092220918,0.03209569611200183,-0.8099610631767301
10131.04,10496.97,9352.0,-0.8472006692864518,10.618620179714659,2018-02-24 23:59:59.999,405618586.64803785,337918,18646.870961,185164883.45171747,0,-1.2600074133911807,10401.658571428572,9595.897666666666,1.3882557693367994,1.7743175049618596,0.05133307771489091,12241.264315346969,6950.531017986363,0.5555608216361418,10012.1978497176,10033.736482542829,-21.538632825227978,-189.89670330281294,-0.0440442324402057,-0.8296455926959762
9694.51,9847.0,9274.8,-0.852233980453191,10.25324675326473,2018-02-25 23:59:59.999,271286599.1260862,233567,13956.661533,133525539.44882144,0,-0.3468726952797102,10288.31142857143,9545.931,1.2012892738359247,1.7743175049618596,0.04978033283229666,12130.527928208805,6961.334071791197,0.5855003271458523,9947.244334376432,10000.867113465581,-53.622779089149844,-162.64191846008035,-0.010838857005757338,-0.8343582818125465
9590.0,10444.32,9350.0,-0.8168837709384397,10.459648601326519,2018-02-26 23:59:59.999,347559259.73845184,285276,17045.768706,169936003.38761607,0,1.5815351605457821,10169.882857142858,9507.030999999999,1.2391747184054067,1.7743175049618596,0.08962011670437955,12004.139008476213,7009.922991523786,0.5794618507826584,10005.206744472365,10024.802882838501,-19.596138366136074,-134.0327624412915,0.07375039296102064,-0.8012598815488152
10321.0,10870.0,10121.0,-0.8050823876421255,10.332225896412059,2018-02-27 23:59:59.999,324295371.1414657,240542,15187.083738,160450471.4557678,0,0.6286470341202066,10079.604285714286,9463.334,1.3175493498074018,1.7743175049618596,0.06365461621705931,11831.151608444137,7095.516391555864,0.6258356166031581,10091.950322245848,10065.116743368982,26.83357887686543,-101.85949417766014,0.0234576908169124,-0.7902102466705799
10584.33,11098.0,10300.0,-0.8167508464448966,10.335334375394021,2018-02-28 23:59:59.999,327914696.13067526,277886,14412.84633,153537202.10196504,0,-0.6900815049394077,10063.77,9432.526,0.9618129295911635,1.7743175049618596,0.07279027488180251,11727.01241653981,7138.0395834601895,0.5477359013514723,10128.07488805418,10084.49772534165,43.57716271253048,-72.77216279962202,-0.023190388304420374,-0.8011354243489134
10325.64,11060.41,10240.0,-0.7881797861008488,10.130366276599268,2018-03-01 23:59:59.999,268172535.3811293,230428,12785.4045,136788817.23158327,0,1.5814589705006725,10222.192857142858,9455.275666666665,0.737559627727081,1.7743175049618596,0.05876580261658648,11795.85901950955,7114.69231382378,0.5507414400543693,10249.90952066123,10146.386782723748,103.522737937481,-37.51318265220142,0.05585738594789953,-0.7743843412801724
10923.36,11200.0,10770.0,-0.7824486213430076,10.082123579852137,2018-03-02 23:59:59.999,262936307.0078576,211691,11893.333632,130864918.8230748,0,0.26581436275718395,10351.901428571427,9480.405666666666,0.7036675283339278,1.7743175049618596,0.06905335526391365,11873.45665426238,7087.3546790709515,0.5478936379580437,10371.308055944119,10212.506280299767,158.80177564435144,1.7498090071091497,0.010838486719455614,-0.7690182518641179
11038.99,11544.0,11015.01,-0.7619570584760643,9.965906012932242,2018-03-03 23:59:59.999,241749497.9024717,190444,10842.682784,123142920.22314858,0,1.0471814543413265,10604.754285714285,9555.071,0.283958124591059,1.7743175049618596,0.06439279618425858,12052.582881513175,7057.5591184868235,0.5136952565907029,10539.48835502964,10305.245074351637,234.24328067800343,48.248503341288014,0.0378191028154963,-0.7498320020763627
11464.47,11565.0,11050.02,-0.7595239623116431,9.758283652078594,2018-03-04 23:59:59.999,194849579.12502077,168359,8197.401595,92437014.46393472,0,0.08236288411530919,10879.754285714285,9643.136666666667,0.16251344127264175,1.7743175049618596,0.05860488217932324,12225.993291511708,7060.280041821627,0.5860649776445647,10689.567069640463,10394.85655032559,294.7105193148727,97.54090653600497,0.004396973420937615,-0.7475538941998998
11515.0,11710.0,11415.01,-0.7624617862631414,9.625440980063344,2018-03-05 23:59:59.999,174866951.39806527,164318,7668.823714,88588986.3365785,0,-0.19190764460401946,11041.182857142858,9718.271333333334,-0.21098768322978304,1.7743175049618596,0.06330019166903295,12377.783588531913,7058.759078134755,0.5101283163019431,10807.172135849622,10473.311620671844,333.8605151777774,144.80482826435946,-0.005311519300982928,-0.7503045786904824
11455.0,11455.0,10555.48,-0.7979815226682087,10.292707159608348,2018-03-06 23:59:59.999,323842216.64859617,250306,13482.297196,147874120.62232068,0,-1.6186652394768666,11062.245714285715,9802.660333333333,0.5241789785060388,1.7743175049618596,0.14318209326744286,12421.176922852275,7184.143743814392,0.42974052038524907,10793.219499565064,10491.324093214671,301.8954063503934,176.22294388156624,-0.06655627045932556,-0.7835617069772768
10716.48,10899.0,9389.31,-0.8368224449699206,10.832668272017719,2018-03-07 23:59:59.999,514808033.4879209,396721,24022.451231,244164771.36009568,0,-1.6186652394768666,11002.70857142857,9901.660666666667,1.0618179197469628,1.7743175049618596,0.12584182207565758,12286.473811264497,7516.847522068836,0.4259628833554639,10657.339576555054,10448.263049272844,209.07652728221,182.793660561695,-0.07823839517044331,-0.8199284615340805
9910.0,10099.0,9060.0,-0.8675665318171095,10.624018191039488,2018-03-08 23:59:59.999,394641280.63843673,336514,20257.455838,194608716.9350392,0,-1.6186652394768666,10767.22857142857,9955.644,0.8144397577096872,1.7743175049618596,0.05854314803250215,12198.866017038672,7712.4219829613285,0.4249386927403423,10444.155026315815,10361.105786363743,83.04923995207173,162.84477643977036,-0.06658406963285031,-0.8487141492620853
9267.07,9410.0,8329.0,-0.8697164410170257,11.068406975657211,2018-03-09 23:59:59.999,567082901.1319405,462712,31166.414848,275735446.01075995,0,-0.17826332640906284,10508.371428571427,10009.910666666667,0.7249511839059276,1.7743175049618596,0.11420122735150653,12090.067536785302,7929.7537965480315,0.3853708108819823,10256.900406882613,10277.0979503368,-20.197543454187326,126.23631246097884,-0.004826310112627507,-0.8507271091909313
9230.0,9490.0,8667.07,-0.8917154446984265,10.523553502889317,2018-03-10 23:59:59.999,341210248.41481787,288066,17639.827276,161991786.13432977,0,-1.4413550451451393,10123.477142857142,10042.783999999998,0.17526613755912177,1.7743175049618596,0.041295536435460335,12005.222855236216,8080.345144763781,0.3836842385859092,10028.180344285287,10165.477361422963,-137.29701713767645,73.52964654124779,-0.05077207700814944,-0.8713247757746739
